,bp,position,foot,a/w,d/w
648,LM,CAM LM,Left,High,Medium
649,CAM,CAM LM,Left,High,Medium
650,CAM,CAM LM,Right,Medium,Medium
651,CF,CAM LM,Left,High,Low
652,CAM,CAM LM,Right,Medium,Medium
653,CAM,CAM LM,Left,High,Low
654,CAM,CAM LM,Left,Medium,Medium
655,CAM,CAM LM,Right,Medium,Low
656,CAM,CAM LM,Right,High,Medium
657,ST,CAM LM,Right,High,High
658,CAM,CAM LM,Left,High,High
659,CAM,CAM LM,Right,High,Medium
660,RM,CAM LM,Right,Medium,Medium
661,CAM,CAM LM,Right,High,Low
662,ST,CAM LM,Right,Medium,Low
663,CAM,CAM LM,Right,Medium,Medium
664,CAM,CAM LM,Left,Medium,Medium
665,CAM,CAM LM,Left,High,Medium
666,RW,CAM LM,Right,Medium,Low
667,LM,CAM LM,Left,Medium,Medium
668,CAM,CAM LM,Left,Medium,Low
669,RM,CAM LM,Right,High,Medium
670,CAM,CAM LM,Right,Medium,Medium
671,CAM,CAM LM,Right,High,Low
672,CAM,CAM LM,Left,High,Medium
673,CAM,CAM LM,Right,High,Low
674,CAM,CAM LM,Left,Medium,Medium
675,CAM,CAM LM,Right,High,Medium
676,CAM,CAM LM,Right,Medium,Medium
677,CAM,CAM LM,Left,High,Medium
678,CAM,CAM LM,Left,Medium,Medium
679,CAM,CAM LM,Left,Medium,Medium
680,LM,CAM LM,Left,Medium,Low
681,CAM,CAM LM,Right,Medium,Low
682,CAM,CAM LM,Left,Medium,Medium
683,CAM,CAM LM,Right,Medium,Medium
684,CAM,CAM LM,Right,Medium,Low
685,CAM,CAM LM,Right,High,Medium
686,CAM,CAM LM,Right,Medium,Low
687,RM,CAM LM,Right,High,Medium
688,CAM,CAM LM,Left,High,Medium
689,RM,CAM LM,Right,Medium,Low
690,CAM,CAM LM,Right,High,Medium
691,CAM,CAM LM,Right,Medium,Low
692,CAM,CAM LM,Left,High,Low
693,CAM,CAM LM,Left,Medium,Medium
694,CAM,CAM LM,Right,Medium,Medium
695,LW,CAM LM CF,Left,Medium,Low
696,CAM,CAM LM CF,Right,High,Medium
697,CAM,CAM LM CF,Right,Medium,Low
698,CAM,CAM LM CM,Left,Medium,Medium
699,CAM,CAM LM CM,Left,Medium,Medium
700,RM,CAM LM CM,Right,High,Medium
701,CAM,CAM LM CM,Right,High,Medium
702,LM,CAM LM CM,Left,Medium,Medium
703,CAM,CAM LM CM,Right,Medium,Medium
704,CAM,CAM LM CM,Right,Medium,Medium
705,CAM,CAM LM CM,Right,High,Medium
706,CAM,CAM LM CM,Left,Medium,Medium
707,CAM,CAM LM CM,Right,High,High
708,CAM,CAM LM CM,Left,Medium,Medium
709,CAM,CAM LM CM,Left,Medium,Medium
710,CAM,CAM LM CM,Left,High,Medium
711,CAM,CAM LM CM,Right,Medium,Medium
712,CAM,CAM LM CM,Right,High,Medium
713,CAM,CAM LM LB,Left,High,High
714,CM,CAM LM LB,Left,Medium,Medium
715,CAM,CAM LM LW,Left,Medium,Medium
716,CAM,CAM LM LW,Right,Medium,Medium
717,CAM,CAM LM LW,Left,Medium,Medium
718,CAM,CAM LM LW,Right,High,Medium
719,CAM,CAM LM LW,Right,Medium,Medium
720,LM,CAM LM LW,Left,Medium,Medium
721,CAM,CAM LM RM,Right,High,Medium
722,CAM,CAM LM RM,Right,High,Medium
723,RW,CAM LM RM,Right,Medium,Medium
724,CAM,CAM LM RM,Right,Medium,Low
725,CAM,CAM LM RM,Right,High,Medium
726,CAM,CAM LM RM,Right,Medium,Medium
727,CAM,CAM LM RM,Left,Medium,Medium
728,CAM,CAM LM RM,Left,Medium,Low
729,CAM,CAM LM RM,Left,Medium,Low
730,CAM,CAM LM RM,Left,Medium,Medium
731,CAM,CAM LM RM,Right,High,Low
732,CAM,CAM LM RM,Right,Medium,Low
733,RM,CAM LM RM,Right,Medium,Medium
734,CAM,CAM LM RM,Right,Medium,Medium
735,CAM,CAM LM RM,Right,High,Low
736,CAM,CAM LM RM,Right,High,Medium
737,CAM,CAM LM RM,Right,Medium,Medium
738,CAM,CAM LM RM,Right,High,Low
739,CAM,CAM LM RM,Left,Medium,Medium
740,CAM,CAM LM RW,Left,High,Low
741,RW,CAM LM ST,Right,High,Medium
742,CAM,CAM LM ST,Right,Medium,Low
743,RM,CAM LM ST,Right,High,Low
744,RM,CAM LM ST,Right,High,Medium
745,RW,CAM LM ST,Right,High,Low
746,RM,CAM LM ST,Right,Medium,Medium
747,CAM,CAM LM ST,Left,High,Medium
748,ST,CAM LM ST,Left,High,Medium
749,RM,CAM LM ST,Right,Medium,High
750,CAM,CAM LM ST,Right,Medium,Medium
751,CAM,CAM LW,Right,Medium,Low
752,CAM,CAM LW,Right,Medium,Medium
753,CAM,CAM LW,Right,High,High
754,CAM,CAM LW,Right,High,Low
755,CAM,CAM LW,Right,High,Medium
756,CAM,CAM LW,Right,Medium,Low
757,CAM,CAM LW,Right,Medium,High
758,CAM,CAM LW,Right,Medium,Low
759,CAM,CAM LW,Left,Medium,Medium
760,CAM,CAM LW,Right,High,High
761,CAM,CAM LW,Right,Medium,Medium
762,CAM,CAM LW,Right,Medium,Medium
763,CAM,CAM LW,Right,Medium,Low
764,RW,CAM LW,Right,High,Medium
765,CAM,CAM LW,Right,Medium,Low
766,CAM,CAM LW,Right,High,Low
767,CAM,CAM LW,Right,High,Low
768,CAM,CAM LW,Right,High,Low
769,CAM,CAM LW,Right,Medium,Medium
770,RM,CAM LW,Right,Medium,Medium
771,LM,CAM LW,Left,High,Medium
772,RM,CAM LW,Right,Medium,Low
773,RM,CAM LW,Right,Medium,Medium
774,CAM,CAM LW,Right,Medium,Medium
775,CAM,CAM LW,Right,Medium,Medium
776,CAM,CAM LW,Right,Medium,Medium
777,CAM,CAM LW CF,Left,Medium,Medium
778,RW,CAM LW CM,Right,Medium,Medium
779,CAM,CAM LW CM,Right,Medium,Medium
780,RW,CAM LW CM,Right,Medium,Medium
781,CAM,CAM LW CM,Right,High,Medium
782,CAM,CAM LW LM,Right,High,Low
783,CAM,CAM LW LM,Right,Medium,Low
784,CAM,CAM LW RW,Right,High,Medium
785,CAM,CAM LW RW,Right,High,Medium
786,CAM,CAM LW RW,Right,Medium,Medium
787,CAM,CAM LW RW,Right,High,Medium
788,CAM,CAM LW RW,Left,Medium,Medium
789,LM,CAM LW RW,Left,Medium,Medium
790,CAM,CAM LW RW,Right,Medium,Medium
791,CAM,CAM LW ST,Right,High,Medium
792,CAM,CAM LW ST,Right,Medium,Medium
793,ST,CAM LW ST,Right,High,Medium
794,RM,CAM RB,Right,Medium,Medium
795,RM,CAM RB,Right,High,Low
796,RW,CAM RB,Right,Medium,Medium
797,LM,CAM RM,Left,Medium,Medium
798,RM,CAM RM,Right,Medium,Low
799,CAM,CAM RM,Left,High,Medium
800,CAM,CAM RM,Left,Medium,Medium
801,CAM,CAM RM,Left,Medium,Low
802,CAM,CAM RM,Left,High,Medium
803,CAM,CAM RM,Right,Medium,Medium
804,ST,CAM RM,Left,High,Medium
805,CAM,CAM RM,Left,High,Low
806,CAM,CAM RM,Left,Medium,Medium
807,CAM,CAM RM,Left,Medium,Low
808,CAM,CAM RM,Left,High,Low
809,CAM,CAM RM,Right,Medium,Low
810,RW,CAM RM,Right,High,Medium
811,CAM,CAM RM,Right,Medium,High
812,CAM,CAM RM,Right,Medium,Medium
813,CAM,CAM RM,Right,High,Medium
814,CAM,CAM RM,Right,Medium,Medium
815,CAM,CAM RM,Left,Medium,Low
816,CAM,CAM RM,Right,High,Medium
817,CAM,CAM RM,Right,Medium,Low
818,CAM,CAM RM,Right,Medium,Medium
819,CAM,CAM RM,Right,Medium,Medium
820,CAM,CAM RM,Right,Medium,Medium
821,RW,CAM RM,Right,Medium,Medium
822,CAM,CAM RM,Left,Medium,Low
823,RM,CAM RM,Right,Medium,Medium
824,CAM,CAM RM,Left,High,Medium
825,CAM,CAM RM,Right,High,Medium
826,CAM,CAM RM,Right,High,Medium
827,CAM,CAM RM,Left,High,Low
828,CAM,CAM RM,Left,Medium,Medium
829,CAM,CAM RM,Left,Medium,Medium
830,CAM,CAM RM,Left,High,Low
831,CAM,CAM RM,Left,High,Medium
832,CAM,CAM RM,Right,Medium,Medium
833,RM,CAM RM,Right,Medium,Low
834,CAM,CAM RM,Left,Medium,Medium
835,CAM,CAM RM,Right,Medium,Medium
836,CAM,CAM RM,Left,Medium,Medium
837,CAM,CAM RM,Right,Medium,High
838,CAM,CAM RM,Right,Medium,Low
839,CAM,CAM RM,Right,Medium,Medium
840,CAM,CAM RM,Left,High,Medium
841,CAM,CAM RM,Left,High,Medium
842,CAM,CAM RM,Left,High,Low
843,RM,CAM RM,Right,Medium,Low
844,CAM,CAM RM,Right,Medium,Medium
845,CAM,CAM RM,Left,High,Medium
846,CAM,CAM RM,Right,Medium,Medium
847,CAM,CAM RM,Right,Medium,Medium
848,CAM,CAM RM,Left,Medium,Medium
849,CAM,CAM RM,Right,Medium,Low
850,CAM,CAM RM,Left,High,Low
851,CAM,CAM RM,Right,High,Low
852,CAM,CAM RM,Left,Medium,Medium
853,RM,CAM RM,Right,High,Medium
854,RM,CAM RM,Right,Medium,Medium
855,LM,CAM RM,Left,High,Medium
856,CAM,CAM RM,Left,Medium,Medium
857,RM,CAM RM,Right,Medium,Medium
858,CAM,CAM RM,Right,Medium,Medium
859,RM,CAM RM,Right,High,Low
860,CAM,CAM RM,Right,Medium,Medium
861,CAM,CAM RM,Right,High,Low
862,CAM,CAM RM,Left,High,Low
863,CAM,CAM RM,Left,High,Medium
864,CAM,CAM RM,Right,Medium,Low
865,CAM,CAM RM,Left,Medium,Medium
866,CAM,CAM RM,Right,High,High
867,RM,CAM RM,Right,Medium,Medium
868,CAM,CAM RM,Right,High,Medium
869,CAM,CAM RM,Right,Medium,Medium
870,LM,CAM RM,Left,Medium,Low
871,CAM,CAM RM,Left,Medium,Low
872,CAM,CAM RM,Right,Medium,Medium
873,CAM,CAM RM CF,Left,High,Medium
874,CAM,CAM RM CF,Left,High,Low
875,CAM,CAM RM CF,Right,High,Medium
876,LM,CAM RM CF,Left,High,Medium
877,CAM,CAM RM CF,Left,Medium,Medium
878,CAM,CAM RM CM,Right,Medium,Low
879,RW,CAM RM CM,Right,Medium,Medium
880,CAM,CAM RM CM,Left,High,Medium
881,CAM,CAM RM CM,Left,Medium,Medium
882,CAM,CAM RM CM,Right,Medium,Medium
883,CM,CAM RM CM,Left,High,Medium
884,CAM,CAM RM CM,Right,High,Medium
885,CAM,CAM RM CM,Left,High,High
886,CAM,CAM RM CM,Right,High,High
887,CAM,CAM RM CM,Left,Medium,Medium
888,CAM,CAM RM CM,Right,High,High
889,CAM,CAM RM CM,Right,Medium,Medium
890,CAM,CAM RM CM,Right,High,Medium
891,CAM,CAM RM CM,Right,Medium,Medium
892,CAM,CAM RM LM,Left,Medium,Low
893,CAM,CAM RM LM,Left,Medium,Medium
894,CAM,CAM RM LM,Right,Medium,Medium
895,CAM,CAM RM LM,Left,High,Medium
896,CAM,CAM RM LM,Right,High,High
897,RM,CAM RM LM,Right,High,High
898,LM,CAM RM LM,Left,Medium,Medium
899,CAM,CAM RM LM,Left,Medium,Medium
900,CAM,CAM RM LM,Right,Medium,High
901,CAM,CAM RM LM,Right,High,Low
902,CAM,CAM RM LM,Left,Medium,Medium
903,CAM,CAM RM LM,Left,Medium,Medium
904,CAM,CAM RM LM,Left,High,Low
905,CAM,CAM RM LM,Left,Medium,Medium
906,CAM,CAM RM LM,Right,Medium,Medium
907,CAM,CAM RM LM,Left,Medium,High
908,CAM,CAM RM LM,Left,Medium,Medium
909,CAM,CAM RM LM,Left,High,Medium
910,RM,CAM RM LM,Right,Medium,Medium
911,CAM,CAM RM LM,Right,Medium,Low
912,CF,CAM RM LM,Right,High,Medium
913,CAM,CAM RM LM,Right,Medium,Medium
914,CAM,CAM RM LM,Right,Medium,Medium
915,CAM,CAM RM LM,Right,High,Low
916,RM,CAM RM LM,Right,Medium,Medium
917,CAM,CAM RM LW,Left,High,High
918,CAM,CAM RM RB,Right,Medium,Medium
919,RM,CAM RM RB,Right,High,Medium
920,CAM,CAM RM RW,Right,High,High
921,CAM,CAM RM RW,Right,High,High
922,CAM,CAM RM RW,Right,High,Medium
923,CAM,CAM RM RW,Left,Medium,Medium
924,LM,CAM RM ST,Left,Medium,Low
925,ST,CAM RM ST,Right,Medium,Low
926,CAM,CAM RM ST,Right,Medium,Medium
927,CAM,CAM RM ST,Left,High,Medium
928,CAM,CAM RM ST,Left,High,Low
929,CAM,CAM RM ST,Left,High,Medium
930,CAM,CAM RM ST,Right,Medium,Low
931,CAM,CAM RM ST,Left,High,Medium
932,CAM,CAM RM ST,Left,High,Medium
933,CAM,CAM RM ST,Right,Low,Low
934,RM,CAM RW,Right,Medium,Medium
935,LM,CAM RW,Left,High,High
936,CAM,CAM RW,Right,High,Medium
937,CAM,CAM RW,Left,Medium,Low
938,CAM,CAM RW,Left,High,High
939,CAM,CAM RW,Left,High,Low
940,CAM,CAM RW,Left,High,Medium
941,LM,CAM RW,Left,Medium,Medium
942,CAM,CAM RW,Left,High,Medium
943,CAM,CAM RW,Right,High,Medium
944,CAM,CAM RW,Left,Medium,Medium
945,LM,CAM RW,Left,Medium,Medium
946,CAM,CAM RW,Left,Medium,Medium
947,CAM,CAM RW,Left,High,Medium
948,CAM,CAM RW,Right,High,Medium
949,CAM,CAM RW,Left,High,Low
950,RM,CAM RW,Right,High,High
951,CAM,CAM RW,Left,Medium,Low
952,RM,CAM RW,Right,High,Low
953,CAM,CAM RW,Left,High,Low
954,CAM,CAM RW,Right,Medium,Medium
955,CAM,CAM RW,Right,Medium,High
956,LW,CAM RW,Left,Medium,Medium
957,RM,CAM RW,Right,High,Medium
958,CAM,CAM RW,Right,High,Medium
959,RW,CAM RW,Right,Medium,Low
960,RM,CAM RW,Right,Medium,Low
961,CAM,CAM RW,Left,High,Medium
962,CAM,CAM RW,Left,Medium,Medium
963,CAM,CAM RW,Right,Medium,Medium
964,CAM,CAM RW,Left,Medium,Medium
965,RM,CAM RW CF,Right,High,Medium
966,CAM,CAM RW CF,Right,Medium,Medium
967,CAM,CAM RW CF,Left,Medium,Medium
968,RM,CAM RW CM,Right,Medium,Medium
969,CAM,CAM RW CM,Left,Medium,Medium
970,ST,CAM RW LM,Right,Medium,Medium
971,CAM,CAM RW LW,Right,Medium,Medium
972,RM,CAM RW LW,Right,Medium,Low
973,CAM,CAM RW LW,Right,High,Medium
974,CAM,CAM RW LW,Right,High,Medium
975,CAM,CAM RW LW,Right,Medium,Medium
976,RM,CAM RW LW,Right,Medium,Medium
977,CAM,CAM RW LW,Right,High,High
978,CAM,CAM RW LW,Left,Medium,Low
979,CAM,CAM RW LW,Left,Medium,Medium
980,CAM,CAM RW LW,Right,High,Low
981,RM,CAM RW RM,Right,Medium,Medium
982,CAM,CAM RW RM,Right,High,Medium
983,CAM,CAM RW RM,Left,High,Medium
984,CAM,CAM RW RM,Left,High,Medium
985,CAM,CAM RW ST,Left,High,Medium
986,CAM,CAM RW ST,Left,Medium,Low
987,RM,CAM RWB CM,Right,Medium,Medium
988,RW,CAM ST,Right,Medium,Medium
989,RW,CAM ST,Right,High,Low
990,CAM,CAM ST,Right,Medium,Medium
991,CAM,CAM ST,Right,High,Low
992,CAM,CAM ST,Right,Medium,Medium
993,CAM,CAM ST,Right,Medium,Medium
994,CAM,CAM ST,Right,High,Medium
995,CAM,CAM ST,Right,High,Low
996,CAM,CAM ST,Right,High,Medium
997,RW,CAM ST,Right,Medium,Medium
998,CAM,CAM ST,Left,High,Medium
999,RM,CAM ST,Right,High,Medium
1000,ST,CAM ST,Right,High,Medium
1001,CAM,CAM ST,Right,Medium,Medium
1002,CAM,CAM ST,Right,Medium,Medium
1003,CAM,CAM ST,Left,High,Medium
1004,CAM,CAM ST,Right,Medium,Medium
1005,CAM,CAM ST,Right,Medium,Low
1006,CAM,CAM ST,Right,Medium,Medium
1007,RM,CAM ST,Right,Medium,Medium
1008,CAM,CAM ST,Right,Medium,Medium
1009,LW,CAM ST,Left,Medium,Medium
1010,ST,CAM ST,Right,High,Medium
1011,CAM,CAM ST,Right,Medium,Medium
1012,CAM,CAM ST,Right,Medium,Medium
1013,CAM,CAM ST,Right,High,Medium
1014,CAM,CAM ST,Right,Medium,Low
1015,ST,CAM ST,Right,Medium,Medium
1016,CAM,CAM ST,Right,High,Medium
1017,CAM,CAM ST,Right,Medium,Medium
1018,CAM,CAM ST,Right,Medium,Medium
1019,RM,CAM ST,Right,Medium,High
1020,CAM,CAM ST,Right,Medium,Low
1021,CAM,CAM ST,Right,High,Medium
1022,CAM,CAM ST,Right,High,Medium
1023,CAM,CAM ST,Right,High,Medium
1024,RM,CAM ST,Right,High,Medium
1025,CAM,CAM ST,Right,High,Medium
1026,CAM,CAM ST,Right,High,Medium
1027,CAM,CAM ST,Left,Medium,Low
1028,ST,CAM ST,Right,Medium,Low
1029,ST,CAM ST,Right,High,Medium
1030,CAM,CAM ST,Right,Medium,Medium
1031,RW,CAM ST,Right,Medium,Medium
1032,CAM,CAM ST,Right,Medium,Medium
1033,RW,CAM ST,Right,High,Medium
1034,CAM,CAM ST,Right,Medium,Medium
1035,CM,CAM ST,Right,High,Medium
1036,LM,CAM ST,Left,Medium,Low
1037,ST,CAM ST,Left,High,Low
1038,RM,CAM ST,Right,Medium,Low
1039,CAM,CAM ST,Right,High,Medium
1040,CAM,CAM ST,Right,High,Medium
1041,ST,CAM ST,Right,High,Medium
1042,CAM,CAM ST CF,Left,High,Low
1043,CAM,CAM ST CF,Left,Medium,Low
1044,ST,CAM ST CF,Right,Medium,Low
1045,CAM,CAM ST CF,Right,High,Medium
1046,CAM,CAM ST CF,Left,Medium,Low
1047,ST,CAM ST CM,Right,High,Low
1048,CAM,CAM ST CM,Right,Medium,Medium
1049,ST,CAM ST CM,Right,High,Medium
1050,CAM,CAM ST CM,Right,Medium,Medium
1051,RM,CAM ST CM,Right,High,High
1052,CAM,CAM ST CM,Right,High,High
1053,CAM,CAM ST CM,Right,Medium,Low
1054,LM,CAM ST CM,Left,High,Medium
1055,ST,CAM ST LM,Right,High,Low
1056,CAM,CAM ST LM,Right,Medium,Medium
1057,ST,CAM ST LM,Left,High,Medium
1058,CAM,CAM ST LM,Right,Medium,Medium
1059,RW,CAM ST LM,Right,High,Medium
1060,CAM,CAM ST LM,Left,High,Low
1061,ST,CAM ST LM,Right,High,Medium
1062,ST,CAM ST LM,Right,Medium,Medium
1063,ST,CAM ST LM,Left,Medium,Medium
1064,CAM,CAM ST LM,Left,High,Medium
1065,RW,CAM ST LM,Right,High,Medium
1066,CAM,CAM ST LW,Right,Medium,Medium
1067,CAM,CAM ST LW,Right,High,Medium
1068,CAM,CAM ST LW,Right,Medium,Medium
1069,CAM,CAM ST LW,Right,High,Medium
1070,CAM,CAM ST LW,Right,Medium,Low
1071,LM,CAM ST RM,Left,High,Low
1072,ST,CAM ST RM,Right,Medium,Medium
1073,RW,CAM ST RM,Right,High,Low
1074,RM,CAM ST RW,Right,Medium,Medium
1075,CAM,CAM ST RW,Right,High,Medium
1076,LM,CAM ST RW,Left,Medium,Medium
1077,CAM,CAM ST RW,Right,High,Medium
1078,CAM,CAM ST RW,Left,Medium,Medium
1079,RM,CAM ST RW,Right,High,Medium
1080,CB,CB,Right,High,Medium
1081,CB,CB,Right,Medium,High
1082,CB,CB,Right,Medium,Medium
1083,CB,CB,Right,Medium,Medium
1084,CB,CB,Right,Medium,High
1085,CB,CB,Left,Medium,High
1086,CB,CB,Left,Medium,Medium
1087,CB,CB,Right,Medium,Medium
1088,CB,CB,Right,High,Medium
1089,CB,CB,Left,Medium,Medium
1090,CB,CB,Right,Low,High
1091,CB,CB,Right,Low,High
1092,CB,CB,Left,Medium,Medium
1093,CB,CB,Right,Medium,Medium
1094,CB,CB,Right,Medium,High
1095,CB,CB,Right,Medium,Medium
1096,CB,CB,Right,Low,Medium
1097,CB,CB,Right,Medium,Medium
1098,CB,CB,Right,Medium,Medium
1099,CB,CB,Right,Medium,Medium
1100,CB,CB,Right,Medium,Medium
1101,CB,CB,Right,Medium,Medium
1102,CB,CB,Right,Medium,Medium
1103,CB,CB,Right,Medium,Medium
1104,CB,CB,Right,Medium,Medium
1105,CB,CB,Left,Medium,Medium
1106,CB,CB,Right,Medium,Medium
1107,CB,CB,Right,Medium,Medium
1108,CB,CB,Left,Medium,Medium
1109,CB,CB,Left,Medium,Medium
1110,CB,CB,Right,Medium,Medium
1111,CB,CB,Right,Low,Medium
1112,CB,CB,Right,Low,High
1113,CB,CB,Left,Medium,Medium
1114,CB,CB,Right,Medium,Medium
1115,CB,CB,Right,Medium,Medium
1116,CB,CB,Right,Low,Medium
1117,CB,CB,Left,Medium,Medium
1118,CB,CB,Right,Low,Medium
1119,CB,CB,Right,Medium,Medium
1120,CB,CB,Right,Medium,High
1121,CB,CB,Left,Medium,Medium
1122,CDM,CB,Left,Medium,Medium
1123,CB,CB,Left,Medium,Medium
1124,CB,CB,Right,Medium,Medium
1125,CB,CB,Left,Low,High
1126,CB,CB,Right,Medium,High
1127,CB,CB,Right,Medium,Medium
1128,CB,CB,Right,Low,Medium
1129,CB,CB,Right,Medium,Medium
1130,CB,CB,Right,Low,Medium
1131,CB,CB,Right,Medium,High
1132,CB,CB,Right,Medium,Medium
1133,CB,CB,Right,Medium,Medium
1134,CB,CB,Right,Medium,Medium
1135,CB,CB,Right,Medium,Medium
1136,CB,CB,Left,Medium,High
1137,CB,CB,Right,Medium,High
1138,CB,CB,Right,Low,High
1139,CB,CB,Right,Medium,High
1140,CB,CB,Right,Low,High
1141,CB,CB,Left,Medium,High
1142,CB,CB,Right,Medium,Medium
1143,CB,CB,Right,Medium,High
1144,CB,CB,Right,Medium,Medium
1145,CB,CB,Right,Low,High
1146,CB,CB,Right,Medium,Medium
1147,CB,CB,Right,Medium,Medium
1148,CB,CB,Right,Medium,Medium
1149,CB,CB,Right,Medium,High
1150,CB,CB,Left,Medium,Medium
1151,CB,CB,Left,Medium,Medium
1152,CB,CB,Right,Medium,Medium
1153,CB,CB,Right,Medium,Medium
1154,CB,CB,Right,Medium,Medium
1155,CB,CB,Left,Medium,Medium
1156,CB,CB,Right,Low,High
1157,CB,CB,Right,Medium,High
1158,CB,CB,Right,Medium,Medium
1159,CB,CB,Left,Medium,High
1160,CB,CB,Right,High,High
1161,CB,CB,Right,Medium,Medium
1162,CB,CB,Left,Low,High
1163,CB,CB,Right,Medium,Medium
1164,CB,CB,Right,Medium,Medium
1165,CB,CB,Right,Medium,Medium
1166,CB,CB,Left,Medium,Medium
1167,CB,CB,Left,Medium,High
1168,CB,CB,Left,Medium,High
1169,CB,CB,Right,Medium,Medium
1170,CB,CB,Left,High,Medium
1171,CB,CB,Right,Medium,High
1172,CB,CB,Right,Medium,Medium
1173,CB,CB,Right,Low,Medium
1174,CB,CB,Left,Low,Medium
1175,CB,CB,Right,Medium,Medium
1176,CB,CB,Left,Medium,Medium
1177,CB,CB,Right,Medium,High
1178,CB,CB,Right,Low,Medium
1179,CB,CB,Right,High,High
1180,CB,CB,Right,Low,High
1181,CB,CB,Right,High,Medium
1182,CB,CB,Left,Medium,High
1183,CB,CB,Right,Medium,High
1184,CB,CB,Left,Low,Medium
1185,CB,CB,Left,Medium,Medium
1186,CB,CB,Right,Medium,High
1187,CB,CB,Left,Medium,Medium
1188,CB,CB,Right,Medium,Medium
1189,CB,CB,Left,Medium,Medium
1190,CB,CB,Right,Medium,High
1191,CB,CB,Right,Medium,Medium
1192,CB,CB,Right,Medium,Medium
1193,CB,CB,Left,Low,Medium
1194,CB,CB,Right,Medium,High
1195,CB,CB,Right,Medium,Medium
1196,CB,CB,Right,Medium,Medium
1197,CB,CB,Right,Medium,Medium
1198,CB,CB,Right,Low,Medium
1199,CB,CB,Right,Medium,Medium
1200,CB,CB,Right,Medium,Medium
1201,CB,CB,Right,Medium,Medium
1202,CB,CB,Left,Medium,Medium
1203,CB,CB,Right,Medium,Medium
1204,CB,CB,Right,Low,Medium
1205,CB,CB,Right,High,High
1206,CB,CB,Right,Medium,Medium
1207,CB,CB,Right,Medium,Medium
1208,CB,CB,Left,High,Medium
1209,CB,CB,Right,Medium,Medium
1210,CB,CB,Right,Low,Medium
1211,CB,CB,Right,Low,Medium
1212,CB,CB,Right,Medium,High
1213,CB,CB,Right,Low,High
1214,CB,CB,Right,Low,High
1215,CB,CB,Right,Low,Medium
1216,CB,CB,Right,Medium,Medium
1217,CB,CB,Right,Low,Medium
1218,CB,CB,Right,Medium,Medium
1219,CB,CB,Right,Medium,High
1220,CB,CB,Right,Medium,Medium
1221,CB,CB,Right,Low,Medium
1222,CDM,CB,Right,High,Medium
1223,CB,CB,Right,Medium,Medium
1224,CB,CB,Right,Medium,High
1225,CB,CB,Right,Medium,Medium
1226,CB,CB,Left,Medium,Medium
1227,CB,CB,Left,Medium,Medium
1228,CB,CB,Right,Low,Medium
1229,CB,CB,Right,Medium,High
1230,CB,CB,Right,Medium,Medium
1231,CB,CB,Right,Medium,High
1232,CB,CB,Right,Medium,Medium
1233,CB,CB,Left,Medium,Medium
1234,CB,CB,Left,Medium,Medium
1235,CB,CB,Right,Medium,Medium
1236,CB,CB,Left,Medium,High
1237,CB,CB,Left,Medium,Medium
1238,CB,CB,Right,Medium,Medium
1239,CB,CB,Right,Medium,High
1240,CB,CB,Right,High,High
1241,CB,CB,Right,Medium,Medium
1242,CB,CB,Right,Medium,High
1243,CB,CB,Right,Medium,Medium
1244,CB,CB,Left,Medium,Medium
1245,CB,CB,Right,Low,High
1246,CB,CB,Right,Medium,Medium
1247,CB,CB,Right,Low,Medium
1248,CB,CB,Right,Low,High
1249,CB,CB,Right,Low,High
1250,CB,CB,Right,Medium,Medium
1251,CB,CB,Right,Medium,High
1252,CB,CB,Right,Medium,Medium
1253,CB,CB,Right,Medium,Medium
1254,CB,CB,Right,Medium,High
1255,CB,CB,Left,Medium,Medium
1256,CB,CB,Right,Medium,Medium
1257,CB,CB,Right,Medium,Medium
1258,CB,CB,Left,Low,High
1259,CB,CB,Right,Medium,Medium
1260,CB,CB,Right,Medium,Medium
1261,CB,CB,Right,Low,High
1262,CB,CB,Right,Low,Medium
1263,CB,CB,Right,Medium,Medium
1264,CB,CB,Right,Medium,High
1265,CB,CB,Right,Medium,Medium
1266,CB,CB,Right,High,High
1267,CB,CB,Right,Medium,High
1268,CB,CB,Right,Low,Medium
1269,CB,CB,Left,Medium,Medium
1270,CB,CB,Right,Medium,Medium
1271,CB,CB,Right,Medium,Medium
1272,CB,CB,Right,Medium,Medium
1273,CB,CB,Right,Medium,High
1274,CB,CB,Right,Medium,High
1275,CB,CB,Right,Medium,Medium
1276,CB,CB,Right,High,Medium
1277,CB,CB,Left,Medium,Medium
1278,CB,CB,Right,Medium,Medium
1279,CB,CB,Left,Medium,Medium
1280,CB,CB,Right,Medium,High
1281,CB,CB,Right,Medium,High
1282,CB,CB,Right,Medium,High
1283,CB,CB,Right,Medium,Medium
1284,CB,CB,Right,Medium,Medium
1285,CB,CB,Right,Medium,High
1286,CB,CB,Right,Low,High
1287,CB,CB,Left,Medium,Medium
1288,CB,CB,Right,Medium,Medium
1289,CB,CB,Left,Low,Medium
1290,CB,CB,Right,Medium,High
1291,CB,CB,Right,High,Medium
1292,CB,CB,Right,Low,High
1293,CB,CB,Right,Medium,High
1294,CB,CB,Right,Low,Medium
1295,CB,CB,Right,Low,Medium
1296,CB,CB,Right,Low,High
1297,CB,CB,Right,Medium,Medium
1298,CB,CB,Right,Low,Medium
1299,CB,CB,Right,Medium,Medium
1300,CB,CB,Right,Low,Medium
1301,CB,CB,Right,Medium,Medium
