,bov,attacking,skill,agility,power,mentality,defending,goalkeeping,total_stats
605,63,238,284,74.0,207,244,84,55,1463
606,62,260,295,63.0,289,265,158,53,1633
607,63,290,286,57.0,301,288,147,57,1697
608,69,284,332,81.0,326,300,178,46,1842
609,75,357,369,74.0,377,337,123,61,2000
610,71,302,351,69.0,310,274,143,37,1755
611,78,338,392,78.0,331,348,133,55,1979
612,70,267,310,59.0,282,265,122,52,1658
613,67,292,301,62.0,307,247,82,61,1617
614,66,271,304,70.0,282,246,59,51,1553
615,76,317,363,72.0,326,332,198,59,1945
616,66,284,312,73.0,309,282,156,54,1725
617,64,292,309,69.0,340,274,135,54,1737
618,64,275,270,63.0,331,278,116,42,1627
619,72,323,306,79.0,342,293,91,55,1781
620,70,338,327,69.0,369,325,158,60,1920
621,69,313,341,62.0,310,323,178,61,1870
622,71,324,335,68.0,336,314,129,52,1830
623,81,351,389,75.0,371,319,144,45,2005
624,71,346,356,59.0,380,288,111,50,1816
625,73,330,348,80.0,330,322,163,53,1919
626,63,270,293,76.0,233,242,194,45,1608
627,61,238,269,68.0,242,219,119,56,1498
628,62,240,258,66.0,288,264,104,50,1522
629,77,355,410,75.0,373,278,99,49,1929
630,65,280,273,71.0,297,275,119,54,1637
631,67,285,317,77.0,293,264,120,47,1667
632,62,254,300,81.0,257,223,96,56,1552
633,75,337,390,70.0,336,337,149,66,1949
634,70,306,351,80.0,286,256,126,44,1709
635,67,318,311,75.0,340,319,97,54,1796
636,63,267,317,79.0,269,212,103,57,1578
637,65,292,286,85.0,308,229,49,41,1595
638,71,312,338,70.0,310,268,99,54,1767
639,70,306,324,78.0,316,277,103,48,1735
640,69,299,338,89.0,267,286,112,63,1753
641,63,269,318,61.0,273,241,144,49,1615
642,72,312,365,77.0,285,317,142,58,1846
643,75,336,393,76.0,326,334,115,40,1892
644,72,288,359,80.0,317,274,96,61,1779
645,67,281,318,80.0,309,252,121,41,1684
646,63,267,309,63.0,264,266,146,53,1629
647,58,263,280,60.0,228,218,94,40,1423
648,70,293,312,80.0,286,271,126,56,1731
649,73,341,358,83.0,300,299,127,56,1853
650,57,236,259,71.0,249,222,69,47,1404
651,61,272,257,72.0,282,239,82,52,1536
652,69,326,333,70.0,297,300,130,60,1771
653,69,349,351,77.0,357,336,146,60,1956
654,67,271,311,80.0,322,256,121,59,1705
655,66,248,311,78.0,253,255,100,48,1566
656,72,303,354,81.0,320,281,132,58,1824
657,66,312,286,74.0,371,331,156,47,1864
658,71,293,353,77.0,317,278,111,64,1795
659,68,266,296,80.0,305,246,56,48,1594
660,65,286,313,75.0,340,298,134,72,1793
661,68,294,334,82.0,296,254,73,61,1683
662,65,285,276,68.0,304,280,66,55,1610
663,73,316,366,85.0,280,284,90,46,1761
664,61,277,293,84.0,253,227,80,57,1535
665,66,293,309,64.0,283,261,130,57,1661
666,71,347,355,70.0,336,290,110,55,1856
667,64,268,271,77.0,296,220,87,40,1541
668,71,312,342,69.0,290,281,143,50,1743
669,63,265,281,74.0,305,252,129,51,1629
670,51,221,245,65.0,213,216,109,56,1348
671,65,289,309,78.0,295,264,94,53,1674
672,66,261,316,90.0,299,237,95,64,1662
673,76,338,381,88.0,356,313,128,44,1945
674,64,304,332,64.0,279,303,100,48,1654
675,72,333,352,73.0,318,309,115,51,1831
676,75,334,371,78.0,331,324,141,51,1923
677,65,279,298,70.0,317,254,140,30,1656
678,66,268,311,73.0,311,262,104,56,1644
679,72,313,359,84.0,339,322,154,49,1911
680,64,288,300,71.0,289,244,78,48,1574
681,71,343,327,71.0,325,295,76,50,1771
682,71,298,331,88.0,352,259,105,60,1786
683,71,283,302,86.0,288,293,134,54,1728
684,75,325,394,77.0,340,293,89,56,1873
685,72,327,345,84.0,332,296,99,60,1851
686,74,331,356,82.0,345,334,133,49,1897
687,67,295,313,73.0,304,296,71,59,1706
688,68,302,338,75.0,316,299,141,69,1804
689,65,279,297,84.0,313,243,112,57,1690
690,71,290,329,67.0,312,293,150,56,1804
691,72,334,380,76.0,318,295,74,52,1781
692,60,265,305,52.0,253,240,145,57,1553
693,72,324,357,73.0,308,299,122,54,1810
694,77,311,343,79.0,348,319,133,55,1886
695,67,301,309,84.0,324,270,79,58,1721
696,75,346,348,93.0,359,305,89,40,1910
697,72,315,345,76.0,298,265,103,49,1740
698,66,287,323,70.0,299,282,153,41,1715
699,69,307,340,75.0,295,294,104,63,1752
700,79,351,356,82.0,374,337,193,55,2055
701,75,330,346,77.0,352,326,172,63,1972
702,66,266,321,85.0,276,226,72,55,1609
703,75,314,347,90.0,303,318,195,59,1921
704,63,251,312,70.0,293,257,66,49,1565
705,74,266,348,87.0,302,241,72,44,1661
706,67,313,319,74.0,349,297,157,49,1831
707,76,326,357,78.0,367,330,140,45,1934
708,73,332,379,75.0,348,325,68,44,1844
709,63,247,296,82.0,257,234,108,57,1563
710,72,303,365,69.0,350,313,158,63,1899
711,61,300,325,74.0,247,258,104,56,1570
712,72,284,345,71.0,359,328,171,48,1895
713,75,314,362,90.0,290,327,140,48,1885
714,70,328,351,72.0,339,323,194,57,1934
715,80,335,375,89.0,301,308,67,48,1855
716,66,268,308,80.0,331,288,117,53,1746
717,80,335,375,85.0,287,308,65,48,1834
718,74,319,358,88.0,306,300,127,50,1873
719,74,304,356,78.0,314,272,68,58,1748
720,75,348,382,76.0,322,306,77,50,1847
721,70,296,341,78.0,307,279,103,56,1743
722,75,325,371,81.0,308,279,103,63,1840
723,70,290,279,77.0,277,257,95,51,1626
724,75,331,384,85.0,294,268,84,63,1812
725,74,338,367,79.0,365,295,99,60,1894
726,72,321,334,77.0,357,286,115,64,1848
727,64,237,261,64.0,279,275,162,56,1604
728,68,333,348,71.0,354,295,128,54,1814
729,72,304,372,76.0,309,316,101,58,1819
730,65,261,290,73.0,301,269,77,52,1619
731,68,295,282,74.0,328,266,127,45,1701
732,63,257,272,88.0,301,238,105,52,1625
733,61,255,259,74.0,296,235,124,52,1567
734,64,281,276,64.0,305,254,93,56,1572
735,72,335,362,63.0,337,322,131,51,1858
736,81,349,390,80.0,343,332,144,66,2003
737,72,312,332,85.0,350,317,156,49,1907
738,70,290,339,74.0,294,309,171,61,1815
739,74,318,350,83.0,311,315,115,56,1858
740,74,332,386,79.0,320,274,147,48,1874
741,73,304,377,78.0,333,330,79,40,1817
742,67,309,324,80.0,287,271,100,53,1716
743,57,216,259,61.0,268,217,106,61,1447
744,65,270,292,79.0,316,255,79,43,1624
745,71,317,353,93.0,300,288,59,54,1786
746,62,274,281,70.0,302,199,49,44,1485
747,72,338,376,75.0,364,356,195,44,2022
748,74,356,345,76.0,353,338,105,55,1917
749,61,246,300,73.0,312,283,161,58,1712
750,75,325,361,80.0,335,291,108,49,1837
751,64,279,302,72.0,281,256,92,60,1606
752,63,249,294,76.0,220,235,102,51,1516
753,63,251,296,74.0,288,273,131,60,1652
754,75,322,371,77.0,322,303,123,48,1864
755,76,349,363,77.0,329,325,159,43,1944
756,68,347,359,64.0,342,318,118,61,1799
757,75,332,351,79.0,302,327,152,60,1903
758,72,333,360,85.0,308,290,116,43,1828
759,65,256,321,82.0,274,221,118,42,1600
760,64,266,305,74.0,274,240,116,60,1607
761,72,317,366,85.0,315,310,127,51,1866
762,65,294,280,77.0,333,257,142,45,1669
763,66,263,310,80.0,273,250,144,48,1656
764,68,313,352,77.0,343,319,118,51,1840
765,63,260,335,70.0,291,240,139,53,1643
766,73,324,373,68.0,297,301,86,45,1756
767,57,223,265,64.0,242,237,136,49,1466
768,80,354,412,80.0,357,314,109,45,1983
769,77,319,341,78.0,276,296,125,55,1798
770,69,277,346,72.0,297,288,143,51,1762
771,70,310,329,87.0,361,305,159,44,1928
772,71,323,321,75.0,255,298,87,56,1708
773,66,310,351,68.0,312,287,112,53,1752
774,74,314,390,80.0,278,273,103,56,1784
775,60,232,260,60.0,270,228,113,49,1453
776,61,239,295,56.0,266,230,122,43,1494
777,60,268,283,74.0,293,209,81,53,1507
778,73,342,366,84.0,311,342,183,60,1992
779,83,363,432,91.0,351,342,156,48,2103
780,67,304,348,74.0,302,288,139,44,1771
781,76,303,344,75.0,321,272,110,75,1788
782,71,302,323,86.0,282,263,134,47,1721
783,72,355,388,66.0,371,336,103,58,1891
784,74,353,367,76.0,354,299,122,51,1892
785,62,208,279,60.0,244,265,100,46,1445
786,72,335,329,75.0,332,293,118,52,1831
787,52,211,247,54.0,227,216,122,51,1354
788,65,263,302,61.0,274,241,117,48,1550
789,63,244,302,83.0,266,194,53,48,1460
790,71,290,326,73.0,325,316,172,56,1843
791,82,376,388,85.0,386,348,134,49,2104
792,77,358,367,84.0,333,326,123,55,1960
793,64,280,274,71.0,321,252,106,39,1625
794,63,265,280,70.0,291,237,148,60,1622
795,72,320,357,76.0,279,325,137,41,1837
796,65,264,250,84.0,305,287,162,55,1708
797,63,233,249,76.0,274,233,110,48,1518
798,72,326,359,74.0,240,291,111,49,1770
799,77,332,368,87.0,331,280,90,45,1856
800,71,306,354,77.0,295,278,103,48,1741
801,71,311,362,75.0,376,301,75,53,1861
802,75,319,353,84.0,336,300,113,61,1823
803,70,294,327,84.0,275,271,140,57,1729
804,74,357,339,80.0,329,271,62,44,1773
805,75,346,381,91.0,365,295,96,53,1929
806,75,327,376,73.0,354,333,110,43,1918
807,70,308,338,72.0,318,309,109,51,1789
808,71,307,378,80.0,336,313,132,66,1889
809,62,267,291,62.0,295,241,134,54,1605
810,69,300,273,79.0,342,282,78,50,1715
811,77,350,390,79.0,354,363,198,53,2084
812,64,274,288,65.0,251,231,100,32,1513
813,63,288,277,74.0,333,227,88,52,1609
814,60,231,292,84.0,208,196,72,48,1410
815,66,305,336,64.0,251,285,143,63,1699
816,74,351,345,84.0,330,334,119,49,1910
817,80,369,403,83.0,374,339,108,65,2062
818,76,313,357,79.0,346,281,98,63,1848
819,62,279,278,72.0,284,279,152,51,1670
820,65,285,314,74.0,262,262,129,47,1646
821,73,343,352,67.0,279,288,125,59,1808
822,71,294,359,75.0,320,252,121,60,1746
823,72,321,298,79.0,315,237,81,51,1686
824,72,287,356,73.0,317,275,133,48,1768
825,61,250,274,76.0,259,209,103,57,1510
826,64,283,299,76.0,289,244,123,45,1635
827,67,276,330,84.0,263,249,119,55,1654
828,75,343,380,77.0,343,358,161,66,2016
829,73,319,387,81.0,333,307,138,64,1902
830,63,274,309,61.0,244,261,118,42,1536
831,73,340,362,83.0,362,328,128,56,1957
832,63,235,276,73.0,249,235,114,35,1495
833,84,380,414,86.0,385,344,92,65,2098
834,78,367,390,72.0,358,321,137,47,1963
835,72,356,361,70.0,340,318,121,53,1885
836,79,360,412,77.0,298,330,90,46,1900
837,63,265,291,59.0,296,277,179,53,1686
838,57,249,278,57.0,246,235,133,48,1480
839,65,304,316,67.0,367,316,145,58,1841
840,82,360,401,85.0,356,347,170,64,2100
841,67,272,320,82.0,278,239,127,53,1644
842,77,304,353,91.0,325,280,140,56,1864
843,67,303,316,66.0,276,258,127,62,1681
844,71,282,330,77.0,283,273,127,50,1729
845,78,336,351,71.0,360,350,188,48,2011
846,71,331,318,73.0,289,278,109,50,1690
847,74,294,334,73.0,327,286,133,43,1776
848,68,290,325,80.0,328,254,99,53,1732
849,67,298,304,65.0,285,283,158,60,1710
850,76,346,396,76.0,332,333,115,62,1942
851,69,323,346,74.0,287,271,95,45,1714
852,61,253,264,58.0,279,217,60,55,1450
853,76,345,377,80.0,369,293,129,57,1940
854,59,250,258,67.0,303,255,142,68,1615
855,68,307,354,76.0,300,286,94,58,1765
856,71,292,347,85.0,332,241,105,57,1743
857,52,218,218,62.0,243,213,90,42,1334
858,78,327,361,74.0,332,283,86,53,1825
859,60,230,271,75.0,234,219,79,52,1434
860,65,320,335,69.0,321,325,163,56,1851
861,65,289,285,69.0,288,299,139,39,1658
862,70,301,352,73.0,319,298,95,48,1776
863,68,290,333,68.0,278,236,91,48,1613
864,67,268,312,92.0,293,250,101,50,1664
865,58,228,273,65.0,201,213,118,55,1388
866,77,361,364,83.0,365,355,169,54,2070
867,62,264,282,64.0,292,230,63,47,1520
868,58,256,260,58.0,291,248,102,46,1504
869,58,238,256,68.0,239,217,101,52,1416
870,69,290,331,90.0,348,251,99,66,1793
871,73,289,370,76.0,277,290,114,60,1773
872,66,304,336,67.0,334,309,145,47,1792
873,72,330,367,79.0,368,306,100,70,1882
874,75,319,385,78.0,347,303,111,45,1886
875,73,360,380,76.0,351,311,92,61,1914
876,79,344,398,79.0,366,349,142,61,2039
877,87,400,388,78.0,378,319,123,47,2058
878,70,309,350,75.0,305,325,132,67,1846
879,62,262,296,79.0,267,259,129,65,1641
880,79,334,390,77.0,333,308,121,46,1900
881,71,285,331,80.0,300,275,112,68,1730
882,67,290,343,73.0,324,305,160,60,1817
883,69,304,359,61.0,336,326,131,52,1795
884,66,290,290,62.0,277,259,119,57,1571
885,77,322,369,82.0,367,360,191,49,2051
886,73,328,352,80.0,321,324,149,35,1884
887,69,315,321,70.0,280,279,150,58,1736
888,78,359,395,84.0,357,337,150,56,2045
889,69,324,315,70.0,271,257,136,47,1668
890,70,289,342,81.0,293,252,69,47,1666
891,69,326,359,68.0,325,317,119,47,1824
892,71,309,362,74.0,360,274,65,56,1779
893,66,234,293,67.0,260,217,110,46,1498
894,66,296,325,82.0,321,276,85,49,1710
895,72,318,358,83.0,350,326,116,55,1920
896,68,293,338,78.0,325,279,83,54,1725
897,73,309,336,87.0,310,263,134,56,1819
898,66,278,324,91.0,249,264,114,57,1677
899,76,310,366,76.0,303,321,151,60,1884
900,63,235,289,72.0,265,259,100,58,1544
901,64,303,321,70.0,322,289,124,52,1733
902,72,347,371,80.0,275,310,120,47,1841
903,64,286,292,64.0,302,252,71,50,1562
904,69,263,337,76.0,273,265,54,43,1597
905,75,323,380,79.0,317,312,173,60,1938
906,77,340,393,87.0,324,330,129,64,1967
907,74,341,368,78.0,343,337,188,53,2005
908,64,230,290,65.0,235,221,97,55,1472
909,76,343,389,75.0,349,372,127,47,1973
910,59,234,263,73.0,263,212,90,46,1452
911,70,331,372,70.0,309,284,82,52,1747
912,72,323,339,76.0,341,303,149,43,1868
913,65,283,295,78.0,311,258,84,54,1651
914,65,306,313,75.0,314,282,85,48,1698
915,78,354,400,79.0,355,327,118,71,1999
916,71,303,330,81.0,282,256,76,53,1683
917,79,336,372,87.0,325,344,151,53,1990
918,57,217,256,68.0,240,220,119,55,1429
919,74,307,312,79.0,323,316,149,69,1879
920,75,338,345,80.0,320,319,121,52,1865
921,86,419,375,73.0,388,359,150,52,2117
922,71,284,325,75.0,273,260,98,51,1655
923,71,318,341,80.0,337,290,129,42,1832
924,69,315,341,75.0,359,298,128,57,1859
925,67,328,327,68.0,344,303,144,59,1797
926,71,287,314,84.0,315,277,83,52,1720
927,84,371,414,81.0,391,352,106,61,2105
928,65,262,287,74.0,263,234,116,55,1582
929,65,306,293,70.0,307,236,76,60,1593
930,68,288,324,75.0,294,290,115,68,1692
931,67,297,346,75.0,268,239,64,66,1599
932,73,353,356,68.0,377,316,119,59,1914
933,69,294,338,59.0,349,275,157,48,1789
934,60,228,263,77.0,249,233,104,40,1453
935,74,292,329,89.0,325,285,170,57,1856
936,70,299,336,83.0,329,292,77,61,1775
937,77,356,384,72.0,364,314,106,54,1916
938,85,374,425,85.0,336,363,140,51,2096
939,84,392,421,87.0,393,359,148,59,2172
940,66,295,323,75.0,308,284,63,26,1628
941,59,251,281,73.0,265,212,105,44,1500
942,78,335,370,85.0,344,320,109,66,1946
943,62,284,302,62.0,238,236,97,50,1534
944,71,282,322,71.0,308,284,123,50,1723
945,67,310,310,72.0,308,290,143,57,1771
946,67,330,356,78.0,329,293,162,49,1856
947,68,270,302,80.0,325,258,76,68,1695
948,70,323,339,81.0,323,256,94,39,1756
949,71,299,324,85.0,332,284,110,49,1778
950,65,281,298,94.0,289,259,55,50,1624
951,82,366,411,75.0,300,305,59,50,1846
952,63,266,297,70.0,249,237,115,58,1565
953,66,269,320,81.0,289,252,44,50,1588
954,70,299,339,68.0,308,262,92,50,1703
955,70,294,333,75.0,321,305,121,48,1797
956,70,332,337,88.0,317,250,78,54,1751
957,66,286,305,73.0,320,285,100,52,1705
958,71,319,363,74.0,345,289,59,53,1768
959,67,299,320,77.0,287,278,90,54,1687
960,66,267,306,91.0,253,242,100,41,1604
961,77,305,352,76.0,318,265,95,52,1785
962,64,262,303,90.0,250,221,75,54,1548
963,66,272,313,74.0,277,248,97,39,1592
964,73,349,387,65.0,358,325,160,21,1916
965,72,302,308,62.0,280,277,119,49,1698
966,61,252,262,73.0,260,235,106,49,1484
967,70,296,299,76.0,305,255,48,43,1600
968,66,226,307,80.0,248,249,100,47,1532
969,68,302,309,75.0,342,279,113,58,1752
970,61,262,261,65.0,274,268,119,57,1567
971,75,331,349,71.0,362,335,166,55,1947
972,57,226,249,78.0,282,224,123,39,1483
973,64,277,334,58.0,294,253,90,50,1604
974,68,283,350,77.0,338,304,141,44,1800
975,62,253,313,58.0,263,218,107,50,1542
976,65,285,302,70.0,262,233,133,55,1626
977,74,305,369,89.0,316,281,114,50,1817
978,71,271,347,87.0,335,281,70,63,1775
979,60,235,260,61.0,268,231,102,54,1470
980,72,316,332,75.0,330,286,112,53,1777
981,68,300,313,80.0,340,304,94,52,1784
982,67,272,308,71.0,278,287,108,53,1666
983,72,337,322,74.0,388,287,191,49,1942
984,77,341,375,79.0,340,278,102,54,1869
985,66,307,290,71.0,305,272,93,53,1661
986,75,378,378,63.0,375,342,110,53,1967
987,67,279,295,82.0,300,287,165,50,1761
988,63,286,284,83.0,306,266,103,52,1680
989,70,332,304,83.0,315,277,57,46,1704
990,51,200,219,70.0,231,205,98,44,1326
991,68,303,324,83.0,328,267,86,54,1739
992,52,214,235,53.0,230,210,103,57,1323
993,68,311,314,68.0,319,281,119,60,1748
994,67,309,351,72.0,329,304,87,57,1783
995,70,308,341,80.0,322,256,103,57,1744
996,70,307,320,73.0,338,264,83,46,1721
997,69,318,320,76.0,346,283,88,62,1769
998,81,385,397,73.0,371,358,124,46,2046
999,68,310,298,67.0,352,284,162,35,1778
1000,65,286,281,70.0,321,239,61,44,1569
1001,80,385,379,68.0,382,385,170,53,2103
1002,57,258,263,75.0,286,248,156,52,1585
1003,81,348,390,78.0,335,306,79,52,1893
1004,56,206,243,63.0,251,211,87,52,1367
1005,68,312,319,69.0,345,262,94,48,1727
1006,67,267,330,64.0,269,262,125,46,1619
1007,57,240,254,62.0,271,228,111,44,1451
1008,65,268,295,66.0,280,296,142,45,1654
1009,73,346,363,80.0,309,296,123,53,1880
1010,65,308,291,71.0,294,269,116,63,1662
1011,82,355,404,85.0,351,353,211,43,2118
1012,66,275,325,59.0,274,263,130,54,1654
1013,64,283,301,67.0,323,228,71,57,1599
1014,68,305,356,60.0,346,264,151,63,1814
1015,56,239,234,58.0,281,247,127,46,1480
1016,61,242,287,64.0,257,240,129,52,1517
1017,59,241,233,70.0,269,218,128,62,1484
1018,65,275,267,67.0,256,234,73,48,1497
1019,71,326,343,67.0,347,323,185,48,1919
1020,66,310,330,70.0,319,300,90,52,1741
1021,62,268,287,55.0,254,246,113,44,1518
1022,69,301,326,74.0,353,278,100,52,1770
1023,62,256,243,90.0,303,244,77,54,1565
1024,70,337,332,74.0,334,338,184,63,1956
1025,61,269,262,64.0,275,248,116,45,1532
1026,65,259,287,76.0,292,263,67,54,1556
1027,63,238,297,88.0,263,234,115,56,1581
1028,72,358,351,60.0,359,339,135,61,1919
1029,60,263,236,65.0,315,243,81,52,1513
1030,73,350,382,72.0,327,340,142,45,1899
1031,62,267,278,75.0,295,244,83,63,1575
1032,57,222,243,72.0,244,218,93,55,1422
1033,70,315,307,84.0,345,279,78,51,1766
1034,68,294,300,91.0,283,257,93,53,1664
1035,73,342,360,63.0,413,346,184,52,2002
1036,67,279,294,85.0,289,230,98,56,1631
1037,67,323,299,70.0,348,285,90,54,1747
1038,71,306,353,77.0,344,316,118,46,1853
1039,74,313,367,86.0,293,275,117,65,1818
1040,79,378,403,74.0,374,334,124,60,2018
1041,71,313,290,66.0,360,280,80,69,1731
1042,72,326,297,77.0,311,281,85,52,1719
1043,75,333,385,75.0,354,331,79,54,1899
1044,76,364,353,81.0,381,321,115,54,1972
1045,79,344,394,77.0,350,348,139,50,1999
1046,73,327,369,78.0,315,281,85,38,1797
1047,73,356,312,66.0,373,345,131,44,1904
1048,65,272,285,76.0,271,275,128,52,1645
1049,60,275,267,63.0,307,226,105,55,1542
1050,72,325,332,75.0,323,296,151,45,1817
1051,66,260,303,95.0,326,238,113,57,1723
1052,64,313,292,63.0,310,291,139,45,1691
1053,69,327,349,69.0,321,294,117,64,1819
1054,66,309,333,65.0,358,255,95,50,1750
1055,80,370,370,83.0,374,309,95,52,1967
1056,75,354,352,80.0,350,326,126,49,1944
1057,61,295,251,68.0,283,220,95,41,1498
1058,65,279,300,55.0,275,238,134,48,1595
1059,68,312,291,78.0,308,271,59,54,1643
1060,76,320,388,84.0,287,292,72,57,1792
1061,75,342,308,79.0,357,291,104,64,1850
1062,69,327,333,75.0,342,284,59,62,1784
1063,68,302,302,75.0,316,270,129,44,1727
1064,65,268,302,76.0,303,280,131,50,1687
1065,77,337,358,93.0,340,307,73,51,1890
1066,64,262,273,66.0,271,261,131,58,1605
1067,70,311,342,83.0,319,271,103,50,1754
1068,73,279,357,77.0,340,272,83,39,1756
1069,76,352,357,75.0,371,298,83,53,1889
1070,73,328,370,81.0,290,277,70,48,1758
1071,75,321,326,84.0,340,282,90,54,1824
1072,70,324,291,73.0,347,293,108,54,1764
1073,68,291,307,78.0,323,254,77,57,1707
1074,68,281,299,81.0,295,247,73,54,1630
1075,64,267,294,68.0,283,236,105,47,1542
1076,70,302,351,80.0,319,262,132,48,1775
1077,70,357,339,67.0,371,310,90,57,1828
1078,68,304,306,62.0,318,235,52,42,1575
1079,65,297,333,74.0,314,245,138,50,1707
1080,82,279,300,60.0,319,318,246,51,1845
1081,66,235,242,55.0,279,253,191,44,1528
1082,68,199,179,58.0,323,224,202,15,1448
1083,69,205,218,52.0,278,244,200,60,1505
1084,72,193,167,53.0,296,243,217,49,1466
1085,75,302,297,64.0,342,321,229,46,1877
1086,77,276,301,52.0,318,301,242,46,1762
1087,73,247,187,52.0,283,276,225,56,1551
1088,70,209,202,56.0,301,247,204,54,1512
1089,60,220,212,71.0,276,221,172,45,1471
1090,74,301,272,35.0,312,304,229,54,1754
1091,68,215,201,48.0,314,267,191,39,1483
1092,65,223,195,33.0,266,225,188,40,1373
1093,80,279,283,77.0,312,304,243,70,1882
1094,83,248,250,54.0,340,298,248,47,1749
1095,67,211,195,49.0,220,225,194,51,1347
1096,60,177,167,49.0,274,219,183,41,1339
1097,64,198,209,48.0,268,218,174,47,1421
1098,77,237,224,56.0,277,263,228,57,1594
1099,69,213,203,57.0,278,239,207,50,1488
1100,63,211,175,48.0,267,217,174,44,1350
1101,69,200,178,47.0,289,226,207,53,1437
1102,72,237,251,59.0,305,298,211,54,1663
1103,72,211,205,36.0,284,266,211,60,1499
1104,73,213,251,53.0,318,256,213,59,1583
1105,77,241,273,51.0,320,299,224,60,1711
1106,63,209,198,59.0,263,238,179,53,1444
1107,90,316,363,61.0,402,347,272,58,2112
1108,68,234,244,50.0,296,258,199,33,1541
1109,63,212,194,53.0,230,212,188,48,1329
1110,60,221,205,38.0,260,212,167,55,1359
1111,67,224,236,33.0,295,260,187,50,1528
1112,59,148,153,58.0,256,166,178,52,1246
1113,69,254,263,46.0,315,264,197,51,1602
1114,61,216,190,52.0,294,228,164,34,1385
1115,65,188,182,54.0,273,201,190,47,1336
1116,68,194,175,43.0,261,226,197,54,1382
1117,69,192,180,32.0,252,233,208,41,1361
1118,64,238,229,67.0,282,248,184,52,1519
1119,67,296,268,53.0,337,284,191,58,1683
1120,79,246,216,67.0,305,243,232,57,1607
1121,67,186,169,49.0,284,227,196,42,1366
1122,66,248,276,60.0,292,271,192,48,1628
1123,70,217,239,30.0,244,235,211,47,1386
1124,68,188,203,46.0,321,233,193,52,1455
1125,69,223,227,57.0,333,246,200,60,1615
1126,72,230,252,65.0,287,254,208,58,1599
1127,57,169,174,49.0,243,199,165,49,1270
1128,74,245,230,48.0,275,242,224,38,1528
1129,67,170,176,50.0,242,194,203,47,1312
